DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS
2023-12-21,San Antonio Spurs,95.0,Chicago Bulls,114.0
2023-12-21,Indiana Pacers,103.0,Memphis Grizzlies,116.0
2023-12-21,Orlando Magic,114.0,Milwaukee Bucks,118.0
2023-12-21,Los Angeles Clippers,115.0,Oklahoma City Thunder,134.0
2023-12-21,Los Angeles Lakers,111.0,Minnesota Timberwolves,118.0
2023-12-21,Washington Wizards,118.0,Portland Trail Blazers,117.0
2023-12-22,Toronto Raptors,111.0,Philadelphia 76ers,121.0
2023-12-22,Denver Nuggets,122.0,Brooklyn Nets,117.0
2023-12-22,Dallas Mavericks,96.0,Houston Rockets,122.0
2023-12-22,Atlanta Hawks,113.0,Miami Heat,122.0
2023-12-22,Washington Wizards,118.0,Golden State Warriors,129.0
2023-12-22,Phoenix Suns,105.0,Sacramento Kings,120.0
2023-12-23,Milwaukee Bucks,130.0,New York Knicks,111.0
2023-12-23,Boston Celtics,145.0,Los Angeles Clippers,108.0
2023-12-23,Denver Nuggets,102.0,Charlotte Hornets,95.0
2023-12-23,Orlando Magic,117.0,Indiana Pacers,110.0
2023-12-23,Houston Rockets,106.0,New Orleans Pelicans,104.0
2023-12-23,Memphis Grizzlies,125.0,Atlanta Hawks,119.0
2023-12-23,Detroit Pistons,115.0,Brooklyn Nets,126.0
2023-12-23,Utah Jazz,126.0,Toronto Raptors,119.0
2023-12-23,Cleveland Cavaliers,109.0,Chicago Bulls,95.0
2023-12-23,Los Angeles Lakers,129.0,Oklahoma City Thunder,120.0
2023-12-23,San Antonio Spurs,119.0,Dallas Mavericks,144.0
2023-12-23,Portland Trail Blazers,106.0,Golden State Warriors,126.0
2023-12-23,Minnesota Timberwolves,110.0,Sacramento Kings,98.0
2023-12-25,Milwaukee Bucks,122.0,New York Knicks,129.0
2023-12-25,Golden State Warriors,114.0,Denver Nuggets,120.0
2023-12-25,Boston Celtics,126.0,Los Angeles Lakers,115.0
2023-12-25,Philadelphia 76ers,113.0,Miami Heat,119.0
2023-12-25,Dallas Mavericks,128.0,Phoenix Suns,114.0
2023-12-26,Brooklyn Nets,118.0,Detroit Pistons,112.0
2023-12-26,Orlando Magic,127.0,Washington Wizards,119.0
2023-12-26,Atlanta Hawks,113.0,Chicago Bulls,118.0
2023-12-26,Indiana Pacers,123.0,Houston Rockets,117.0
2023-12-26,Memphis Grizzlies,116.0,New Orleans Pelicans,115.0
2023-12-26,Minnesota Timberwolves,106.0,Oklahoma City Thunder,129.0
2023-12-26,Utah Jazz,130.0,San Antonio Spurs,118.0
2023-12-26,Sacramento Kings,113.0,Portland Trail Blazers,130.0
2023-12-26,Charlotte Hornets,104.0,Los Angeles Clippers,113.0
2023-12-27,Philadelphia 76ers,112.0,Orlando Magic,92.0
2023-12-27,Toronto Raptors,132.0,Washington Wizards,102.0
2023-12-27,Milwaukee Bucks,144.0,Brooklyn Nets,122.0
2023-12-27,Phoenix Suns,129.0,Houston Rockets,113.0
2023-12-27,New York Knicks,120.0,Oklahoma City Thunder,129.0
2023-12-27,Cleveland Cavaliers,113.0,Dallas Mavericks,110.0
2023-12-28,Detroit Pistons,122.0,Boston Celtics,128.0
2023-12-28,Indiana Pacers,120.0,Chicago Bulls,104.0
2023-12-28,Dallas Mavericks,110.0,Minnesota Timberwolves,118.0
2023-12-28,Utah Jazz,105.0,New Orleans Pelicans,112.0
2023-12-28,Memphis Grizzlies,105.0,Denver Nuggets,142.0
2023-12-28,Miami Heat,114.0,Golden State Warriors,102.0
2023-12-28,San Antonio Spurs,118.0,Portland Trail Blazers,105.0
2023-12-28,Charlotte Hornets,112.0,Los Angeles Lakers,133.0
2023-12-29,New York Knicks,108.0,Orlando Magic,117.0
2023-12-29,Brooklyn Nets,104.0,Washington Wizards,110.0
2023-12-29,Sacramento Kings,117.0,Atlanta Hawks,110.0
2023-12-29,Toronto Raptors,118.0,Boston Celtics,120.0
2023-12-29,Milwaukee Bucks,119.0,Cleveland Cavaliers,111.0
2023-12-29,Philadelphia 76ers,131.0,Houston Rockets,127.0
2023-12-29,Oklahoma City Thunder,119.0,Denver Nuggets,93.0
2023-12-29,Charlotte Hornets,119.0,Phoenix Suns,133.0
2023-12-29,San Antonio Spurs,128.0,Portland Trail Blazers,134.0
2023-12-29,Memphis Grizzlies,106.0,Los Angeles Clippers,117.0
2023-12-30,Miami Heat,109.0,Utah Jazz,117.0
2023-12-30,Toronto Raptors,127.0,Detroit Pistons,129.0
2023-12-30,New York Knicks,126.0,Indiana Pacers,140.0
2023-12-30,Philadelphia 76ers,92.0,Chicago Bulls,105.0
2023-12-30,Los Angeles Lakers,106.0,Minnesota Timberwolves,108.0
2023-12-30,Dallas Mavericks,132.0,Golden State Warriors,122.0
2023-12-31,Atlanta Hawks,130.0,Washington Wizards,126.0
2023-12-31,Los Angeles Lakers,109.0,New Orleans Pelicans,129.0
2023-12-31,Brooklyn Nets,108.0,Oklahoma City Thunder,124.0
2023-12-31,Boston Celtics,134.0,San Antonio Spurs,101.0
2023-12-31,Sacramento Kings,123.0,Memphis Grizzlies,92.0
2023-12-31,Orlando Magic,107.0,Phoenix Suns,112.0
2024-01-01,Minnesota Timberwolves,106.0,New York Knicks,112.0
2024-01-01,Cleveland Cavaliers,121.0,Toronto Raptors,124.0
2024-01-01,Detroit Pistons,113.0,Houston Rockets,136.0
2024-01-01,Indiana Pacers,122.0,Milwaukee Bucks,113.0
2024-01-01,Charlotte Hornets,93.0,Denver Nuggets,111.0
2024-01-01,Portland Trail Blazers,88.0,Phoenix Suns,109.0
2024-01-01,Dallas Mavericks,90.0,Utah Jazz,127.0
2024-01-01,Miami Heat,104.0,Los Angeles Clippers,121.0
2024-01-02,Chicago Bulls,97.0,Philadelphia 76ers,110.0
2024-01-02,San Antonio Spurs,98.0,Memphis Grizzlies,106.0
2024-01-02,Brooklyn Nets,85.0,New Orleans Pelicans,112.0
2024-01-02,Boston Celtics,123.0,Oklahoma City Thunder,127.0
2024-01-02,Orlando Magic,115.0,Golden State Warriors,121.0
2024-01-02,Charlotte Hornets,111.0,Sacramento Kings,104.0
2024-01-03,Washington Wizards,101.0,Cleveland Cavaliers,140.0
2024-01-03,Milwaukee Bucks,130.0,Indiana Pacers,142.0
2024-01-03,Oklahoma City Thunder,138.0,Atlanta Hawks,141.0
2024-01-03,Brooklyn Nets,101.0,Houston Rockets,112.0
2024-01-03,Toronto Raptors,116.0,Memphis Grizzlies,111.0
2024-01-03,New Orleans Pelicans,117.0,Minnesota Timberwolves,106.0
2024-01-03,Portland Trail Blazers,97.0,Dallas Mavericks,126.0
2024-01-03,Chicago Bulls,100.0,New York Knicks,116.0
2024-01-03,Los Angeles Clippers,131.0,Phoenix Suns,122.0
2024-01-03,Detroit Pistons,148.0,Utah Jazz,154.0
2024-01-03,Miami Heat,110.0,Los Angeles Lakers,96.0
2024-01-03,Orlando Magic,135.0,Sacramento Kings,138.0
2024-01-04,Milwaukee Bucks,125.0,San Antonio Spurs,121.0
2024-01-04,Denver Nuggets,130.0,Golden State Warriors,127.0
2024-01-05,Utah Jazz,97.0,Boston Celtics,126.0
2024-01-05,Atlanta Hawks,116.0,Indiana Pacers,150.0
2024-01-05,Oklahoma City Thunder,115.0,Brooklyn Nets,124.0
2024-01-05,Washington Wizards,90.0,Cleveland Cavaliers,114.0
2024-01-05,New York Knicks,128.0,Philadelphia 76ers,92.0
2024-01-05,Charlotte Hornets,91.0,Chicago Bulls,104.0
2024-01-05,Minnesota Timberwolves,122.0,Houston Rockets,95.0
2024-01-05,Los Angeles Clippers,111.0,New Orleans Pelicans,95.0
2024-01-05,Portland Trail Blazers,103.0,Dallas Mavericks,139.0
2024-01-05,Orlando Magic,122.0,Denver Nuggets,120.0
2024-01-05,Miami Heat,97.0,Phoenix Suns,113.0
2024-01-05,Detroit Pistons,109.0,Golden State Warriors,113.0
2024-01-05,Memphis Grizzlies,127.0,Los Angeles Lakers,113.0
2024-01-05,Toronto Raptors,130.0,Sacramento Kings,135.0
2024-01-06,Boston Celtics,118.0,Indiana Pacers,101.0
2024-01-06,New York Knicks,121.0,Washington Wizards,105.0
2024-01-06,Utah Jazz,120.0,Philadelphia 76ers,109.0
2024-01-06,Milwaukee Bucks,108.0,Houston Rockets,112.0
2024-01-07,San Antonio Spurs,115.0,Cleveland Cavaliers,117.0
2024-01-07,Portland Trail Blazers,134.0,Brooklyn Nets,127.0
2024-01-07,Atlanta Hawks,110.0,Orlando Magic,117.0
2024-01-07,New Orleans Pelicans,133.0,Sacramento Kings,100.0
2024-01-07,Minnesota Timberwolves,108.0,Dallas Mavericks,115.0
2024-01-07,Detroit Pistons,114.0,Denver Nuggets,131.0
2024-01-07,Memphis Grizzlies,121.0,Phoenix Suns,115.0
2024-01-07,Toronto Raptors,133.0,Golden State Warriors,118.0
2024-01-07,Los Angeles Clippers,103.0,Los Angeles Lakers,106.0
2024-01-08,Chicago Bulls,119.0,Charlotte Hornets,112.0
2024-01-08,Boston Celtics,131.0,Indiana Pacers,133.0
2024-01-08,Oklahoma City Thunder,136.0,Washington Wizards,128.0
2024-01-08,Houston Rockets,113.0,Miami Heat,120.0
2024-01-08,Utah Jazz,132.0,Milwaukee Bucks,116.0
2024-01-08,Phoenix Suns,111.0,Los Angeles Clippers,138.0
2024-01-09,Sacramento Kings,131.0,Detroit Pistons,110.0
2024-01-09,Minnesota Timberwolves,113.0,Orlando Magic,92.0
2024-01-09,Portland Trail Blazers,84.0,New York Knicks,112.0
2024-01-09,Memphis Grizzlies,120.0,Dallas Mavericks,103.0
2024-01-09,Toronto Raptors,131.0,Los Angeles Lakers,132.0
2024-01-10,Minnesota Timberwolves,120.0,Boston Celtics,127.0
2024-01-10,Sacramento Kings,123.0,Charlotte Hornets,98.0
2024-01-10,San Antonio Spurs,130.0,Detroit Pistons,108.0
2024-01-10,Washington Wizards,104.0,Indiana Pacers,112.0
2024-01-10,Philadelphia 76ers,132.0,Atlanta Hawks,139.0
2024-01-10,Oklahoma City Thunder,128.0,Miami Heat,120.0
2024-01-10,Houston Rockets,119.0,Chicago Bulls,124.0
2024-01-10,New Orleans Pelicans,141.0,Golden State Warriors,105.0
2024-01-10,Denver Nuggets,111.0,Utah Jazz,124.0
2024-01-10,Toronto Raptors,120.0,Los Angeles Clippers,126.0
2024-01-11,Brooklyn Nets,102.0,Cleveland Cavaliers,111.0
2024-01-11,Boston Celtics,102.0,Milwaukee Bucks,135.0
2024-01-11,Portland Trail Blazers,77.0,Oklahoma City Thunder,139.0
2024-01-11,New York Knicks,124.0,Dallas Mavericks,128.0
2024-01-11,Phoenix Suns,127.0,Los Angeles Lakers,109.0
2024-01-12,Indiana Pacers,126.0,Atlanta Hawks,108.0
2024-01-12,Houston Rockets,112.0,Detroit Pistons,110.0
2024-01-12,Sacramento Kings,93.0,Philadelphia 76ers,112.0
2024-01-12,Golden State Warriors,140.0,Chicago Bulls,131.0
2024-01-12,Los Angeles Clippers,128.0,Memphis Grizzlies,119.0
2024-01-12,Orlando Magic,96.0,Miami Heat,99.0
2024-01-12,Portland Trail Blazers,93.0,Minnesota Timberwolves,116.0
2024-01-12,Charlotte Hornets,99.0,San Antonio Spurs,135.0
2024-01-12,Toronto Raptors,113.0,Utah Jazz,145.0
2024-01-12,New Orleans Pelicans,113.0,Denver Nuggets,125.0
2024-01-13,Houston Rockets,113.0,Boston Celtics,145.0
2024-01-13,Washington Wizards,127.0,Atlanta Hawks,99.0
2024-01-13,New York Knicks,106.0,Memphis Grizzlies,94.0
2024-01-13,Golden State Warriors,118.0,Milwaukee Bucks,129.0
2024-01-13,Orlando Magic,100.0,Oklahoma City Thunder,112.0
2024-01-13,New Orleans Pelicans,118.0,Dallas Mavericks,108.0
2024-01-13,Chicago Bulls,122.0,San Antonio Spurs,116.0
2024-01-13,Los Angeles Lakers,125.0,Utah Jazz,132.0
2024-01-14,Indiana Pacers,109.0,Denver Nuggets,117.0
2024-01-14,Charlotte Hornets,87.0,Miami Heat,104.0
2024-01-14,Sacramento Kings,142.0,Milwaukee Bucks,143.0
2024-01-14,Los Angeles Clippers,105.0,Minnesota Timberwolves,109.0
2024-01-14,Phoenix Suns,127.0,Portland Trail Blazers,116.0
2024-01-15,Houston Rockets,115.0,Philadelphia 76ers,124.0
2024-01-15,New Orleans Pelicans,120.0,Dallas Mavericks,125.0
2024-01-15,Orlando Magic,98.0,New York Knicks,94.0
2024-01-15,Detroit Pistons,129.0,Washington Wizards,117.0
2024-01-15,San Antonio Spurs,99.0,Atlanta Hawks,109.0
2024-01-15,Golden State Warriors,107.0,Memphis Grizzlies,116.0
2024-01-15,Chicago Bulls,91.0,Cleveland Cavaliers,109.0
2024-01-15,Miami Heat,96.0,Brooklyn Nets,95.0
2024-01-15,Boston Celtics,105.0,Toronto Raptors,96.0
2024-01-15,Indiana Pacers,105.0,Utah Jazz,132.0
2024-01-15,Oklahoma City Thunder,105.0,Los Angeles Lakers,112.0
2024-01-16,Denver Nuggets,121.0,Philadelphia 76ers,126.0
2024-01-16,Sacramento Kings,117.0,Phoenix Suns,119.0
2024-01-16,Oklahoma City Thunder,117.0,Los Angeles Clippers,128.0
2024-01-17,Minnesota Timberwolves,124.0,Detroit Pistons,117.0
2024-01-17,Orlando Magic,104.0,Atlanta Hawks,106.0
2024-01-17,San Antonio Spurs,98.0,Boston Celtics,117.0
2024-01-17,Milwaukee Bucks,95.0,Cleveland Cavaliers,135.0
2024-01-17,Houston Rockets,94.0,New York Knicks,109.0
2024-01-17,Miami Heat,97.0,Toronto Raptors,121.0
2024-01-17,Charlotte Hornets,112.0,New Orleans Pelicans,132.0
2024-01-17,Dallas Mavericks,110.0,Los Angeles Lakers,127.0
2024-01-17,Brooklyn Nets,103.0,Portland Trail Blazers,105.0
2024-01-18,Washington Wizards,109.0,New York Knicks,113.0
2024-01-18,Chicago Bulls,116.0,Toronto Raptors,110.0
2024-01-18,Oklahoma City Thunder,134.0,Utah Jazz,129.0
2024-01-18,Memphis Grizzlies,103.0,Minnesota Timberwolves,118.0
2024-01-18,Indiana Pacers,126.0,Sacramento Kings,121.0
2024-01-19,San Antonio Spurs,120.0,Charlotte Hornets,124.0
2024-01-19,Philadelphia 76ers,124.0,Orlando Magic,109.0
2024-01-19,Denver Nuggets,102.0,Boston Celtics,100.0
2024-01-19,Atlanta Hawks,109.0,Miami Heat,108.0
2024-01-19,Phoenix Suns,123.0,New Orleans Pelicans,109.0
2024-01-19,Indiana Pacers,115.0,Portland Trail Blazers,118.0
2024-01-19,Brooklyn Nets,130.0,Los Angeles Lakers,112.0
2024-01-20,Milwaukee Bucks,141.0,Detroit Pistons,135.0
2024-01-20,Philadelphia 76ers,97.0,Charlotte Hornets,89.0
2024-01-20,San Antonio Spurs,131.0,Washington Wizards,127.0
2024-01-20,Cleveland Cavaliers,116.0,Atlanta Hawks,95.0
2024-01-20,Toronto Raptors,100.0,New York Knicks,126.0
2024-01-20,Memphis Grizzlies,96.0,Chicago Bulls,125.0
2024-01-20,Utah Jazz,126.0,Houston Rockets,127.0
2024-01-20,Oklahoma City Thunder,102.0,Minnesota Timberwolves,97.0
2024-01-21,Brooklyn Nets,114.0,Los Angeles Clippers,125.0
2024-01-21,Miami Heat,87.0,Orlando Magic,105.0
2024-01-21,Denver Nuggets,113.0,Washington Wizards,104.0
2024-01-21,Boston Celtics,116.0,Houston Rockets,107.0
2024-01-21,Indiana Pacers,110.0,Phoenix Suns,117.0
2024-01-21,Portland Trail Blazers,110.0,Los Angeles Lakers,134.0
2024-01-22,Milwaukee Bucks,122.0,Detroit Pistons,113.0
2024-01-22,Cleveland Cavaliers,126.0,Orlando Magic,99.0
2024-01-22,San Antonio Spurs,123.0,Philadelphia 76ers,133.0
2024-01-22,Memphis Grizzlies,108.0,Toronto Raptors,100.0
2024-01-22,Charlotte Hornets,128.0,Minnesota Timberwolves,125.0
2024-01-22,Boston Celtics,119.0,Dallas Mavericks,110.0
2024-01-22,Chicago Bulls,113.0,Phoenix Suns,115.0
2024-01-22,Atlanta Hawks,107.0,Sacramento Kings,122.0
2024-01-23,Denver Nuggets,114.0,Indiana Pacers,109.0
2024-01-23,New York Knicks,108.0,Brooklyn Nets,103.0
2024-01-23,Utah Jazz,124.0,New Orleans Pelicans,153.0
2024-01-23,Portland Trail Blazers,109.0,Oklahoma City Thunder,111.0
2024-01-23,Los Angeles Lakers,116.0,Los Angeles Clippers,127.0
2024-01-24,Charlotte Hornets,106.0,Detroit Pistons,113.0
2024-01-24,Minnesota Timberwolves,118.0,Washington Wizards,107.0
2024-01-24,Memphis Grizzlies,105.0,Miami Heat,96.0
2024-01-24,Portland Trail Blazers,137.0,Houston Rockets,131.0
2024-01-24,Cleveland Cavaliers,116.0,Milwaukee Bucks,126.0
2024-01-24,Phoenix Suns,132.0,Dallas Mavericks,109.0
2024-01-24,Oklahoma City Thunder,140.0,San Antonio Spurs,114.0
2024-01-24,Atlanta Hawks,112.0,Golden State Warriors,134.0
2024-01-25,Philadelphia 76ers,122.0,Indiana Pacers,134.0
2024-01-25,Utah Jazz,123.0,Washington Wizards,108.0
2024-01-25,Minnesota Timberwolves,96.0,Brooklyn Nets,94.0
2024-01-25,Boston Celtics,143.0,Miami Heat,110.0
2024-01-25,Denver Nuggets,84.0,New York Knicks,122.0
2024-01-25,Sacramento Kings,134.0,Golden State Warriors,133.0
2024-01-25,Chicago Bulls,132.0,Los Angeles Lakers,141.0
2024-01-26,Dallas Mavericks,148.0,Atlanta Hawks,143.0
2024-01-26,Houston Rockets,138.0,Charlotte Hornets,104.0
2024-01-26,Phoenix Suns,131.0,Indiana Pacers,133.0
2024-01-26,Los Angeles Clippers,127.0,Toronto Raptors,107.0
2024-01-26,Orlando Magic,106.0,Memphis Grizzlies,107.0
2024-01-26,Cleveland Cavaliers,112.0,Milwaukee Bucks,100.0
2024-01-26,Oklahoma City Thunder,107.0,New Orleans Pelicans,83.0
2024-01-26,Portland Trail Blazers,100.0,San Antonio Spurs,116.0
2024-01-27,Washington Wizards,118.0,Detroit Pistons,104.0
2024-01-27,Miami Heat,109.0,New York Knicks,125.0
2024-01-27,Philadelphia 76ers,105.0,Denver Nuggets,111.0
2024-01-27,Houston Rockets,104.0,Brooklyn Nets,106.0
2024-01-27,Los Angeles Clippers,115.0,Boston Celtics,96.0
2024-01-27,Utah Jazz,134.0,Charlotte Hornets,122.0
2024-01-27,New Orleans Pelicans,117.0,Milwaukee Bucks,141.0
2024-01-27,Los Angeles Lakers,145.0,Golden State Warriors,144.0
2024-01-27,Minnesota Timberwolves,112.0,San Antonio Spurs,113.0
2024-01-27,Sacramento Kings,120.0,Dallas Mavericks,115.0
2024-01-28,Oklahoma City Thunder,104.0,Detroit Pistons,120.0
2024-01-28,Memphis Grizzlies,110.0,Indiana Pacers,116.0
2024-01-28,Toronto Raptors,125.0,Atlanta Hawks,126.0
2024-01-28,Phoenix Suns,98.0,Orlando Magic,113.0
2024-01-28,Chicago Bulls,104.0,Portland Trail Blazers,96.0
2024-01-29,New York Knicks,113.0,Charlotte Hornets,92.0
2024-01-29,Los Angeles Clippers,108.0,Cleveland Cavaliers,118.0
2024-01-29,New Orleans Pelicans,112.0,Boston Celtics,118.0
2024-01-29,Utah Jazz,114.0,Brooklyn Nets,147.0
2024-01-29,Phoenix Suns,118.0,Miami Heat,105.0
2024-01-29,Los Angeles Lakers,119.0,Houston Rockets,135.0
2024-01-29,Sacramento Kings,103.0,Memphis Grizzlies,94.0
2024-01-29,Minnesota Timberwolves,107.0,Oklahoma City Thunder,101.0
2024-01-29,Washington Wizards,118.0,San Antonio Spurs,113.0
2024-01-29,Orlando Magic,129.0,Dallas Mavericks,131.0
2024-01-29,Milwaukee Bucks,107.0,Denver Nuggets,113.0
2024-01-29,Philadelphia 76ers,104.0,Portland Trail Blazers,130.0
2024-01-30,Los Angeles Lakers,122.0,Atlanta Hawks,138.0
2024-01-30,Indiana Pacers,124.0,Boston Celtics,129.0
2024-01-30,Utah Jazz,103.0,New York Knicks,118.0
2024-01-30,Toronto Raptors,118.0,Chicago Bulls,107.0
2024-01-30,Philadelphia 76ers,107.0,Golden State Warriors,119.0
2024-01-31,Chicago Bulls,117.0,Charlotte Hornets,110.0
2024-01-31,Detroit Pistons,121.0,Cleveland Cavaliers,128.0
2024-01-31,Los Angeles Clippers,125.0,Washington Wizards,109.0
2024-01-31,Sacramento Kings,106.0,Miami Heat,115.0
2024-01-31,New Orleans Pelicans,110.0,Houston Rockets,99.0
2024-01-31,Dallas Mavericks,87.0,Minnesota Timberwolves,121.0
2024-01-31,Denver Nuggets,100.0,Oklahoma City Thunder,105.0
2024-01-31,Orlando Magic,108.0,San Antonio Spurs,98.0
2024-01-31,Phoenix Suns,136.0,Brooklyn Nets,120.0
2024-01-31,Milwaukee Bucks,116.0,Portland Trail Blazers,119.0
2024-02-01,Los Angeles Lakers,114.0,Boston Celtics,105.0
2024-02-01,Indiana Pacers,105.0,New York Knicks,109.0
2024-02-01,Cleveland Cavaliers,108.0,Memphis Grizzlies,101.0
2024-02-01,Philadelphia 76ers,127.0,Utah Jazz,124.0
2024-02-02,Los Angeles Clippers,136.0,Detroit Pistons,125.0
2024-02-02,Miami Heat,110.0,Washington Wizards,102.0
2024-02-02,Phoenix Suns,120.0,Atlanta Hawks,129.0
2024-02-02,Sacramento Kings,133.0,Indiana Pacers,122.0
2024-02-02,Toronto Raptors,106.0,Houston Rockets,135.0
2024-02-02,Golden State Warriors,121.0,Memphis Grizzlies,101.0
2024-02-02,Orlando Magic,108.0,Minnesota Timberwolves,106.0
2024-02-02,Charlotte Hornets,106.0,Oklahoma City Thunder,126.0
2024-02-02,New Orleans Pelicans,114.0,San Antonio Spurs,113.0
2024-02-02,Portland Trail Blazers,108.0,Denver Nuggets,120.0
2024-02-03,Brooklyn Nets,136.0,Philadelphia 76ers,121.0
2024-02-03,Golden State Warriors,134.0,Atlanta Hawks,141.0
2024-02-03,Sacramento Kings,123.0,Chicago Bulls,115.0
2024-02-03,Milwaukee Bucks,129.0,Dallas Mavericks,117.0
2024-02-03,Los Angeles Lakers,113.0,New York Knicks,105.0
2024-02-03,Cleveland Cavaliers,117.0,San Antonio Spurs,101.0
2024-02-04,Orlando Magic,111.0,Detroit Pistons,99.0
2024-02-04,Phoenix Suns,140.0,Washington Wizards,112.0
2024-02-04,Memphis Grizzlies,91.0,Boston Celtics,131.0
2024-02-04,Indiana Pacers,115.0,Charlotte Hornets,99.0
2024-02-04,Los Angeles Clippers,103.0,Miami Heat,95.0
2024-02-04,Houston Rockets,90.0,Minnesota Timberwolves,111.0
2024-02-04,Toronto Raptors,127.0,Oklahoma City Thunder,135.0
2024-02-04,Milwaukee Bucks,108.0,Utah Jazz,123.0
2024-02-04,Portland Trail Blazers,103.0,Denver Nuggets,112.0
2024-02-05,Los Angeles Lakers,124.0,Charlotte Hornets,118.0
2024-02-05,Sacramento Kings,110.0,Cleveland Cavaliers,136.0
2024-02-05,Dallas Mavericks,118.0,Philadelphia 76ers,102.0
2024-02-05,Los Angeles Clippers,149.0,Atlanta Hawks,144.0
2024-02-05,Golden State Warriors,109.0,Brooklyn Nets,98.0
2024-02-05,Toronto Raptors,100.0,New Orleans Pelicans,138.0
2024-02-06,Houston Rockets,129.0,Indiana Pacers,132.0
2024-02-06,Dallas Mavericks,119.0,Brooklyn Nets,107.0
2024-02-06,Orlando Magic,95.0,Miami Heat,121.0
2024-02-06,Memphis Grizzlies,113.0,New York Knicks,123.0
2024-02-06,Minnesota Timberwolves,123.0,Chicago Bulls,129.0
2024-02-06,Oklahoma City Thunder,117.0,Utah Jazz,124.0
2024-02-06,Milwaukee Bucks,106.0,Phoenix Suns,114.0
2024-02-07,Toronto Raptors,123.0,Charlotte Hornets,117.0
2024-02-07,Cleveland Cavaliers,114.0,Washington Wizards,106.0
2024-02-07,Atlanta Hawks,117.0,Boston Celtics,125.0
2024-02-07,San Antonio Spurs,104.0,Miami Heat,116.0
2024-02-07,Golden State Warriors,127.0,Philadelphia 76ers,104.0
2024-02-07,New Orleans Pelicans,117.0,Los Angeles Clippers,106.0
2024-02-07,Detroit Pistons,133.0,Sacramento Kings,120.0
2024-02-08,Golden State Warriors,131.0,Indiana Pacers,109.0
2024-02-08,San Antonio Spurs,111.0,Orlando Magic,127.0
2024-02-08,Cleveland Cavaliers,118.0,Brooklyn Nets,95.0
2024-02-08,Dallas Mavericks,122.0,New York Knicks,108.0
2024-02-08,Chicago Bulls,118.0,Memphis Grizzlies,110.0
2024-02-08,Minnesota Timberwolves,129.0,Milwaukee Bucks,105.0
2024-02-08,Utah Jazz,115.0,Phoenix Suns,129.0
2024-02-08,Denver Nuggets,114.0,Los Angeles Lakers,106.0
2024-02-08,Detroit Pistons,128.0,Portland Trail Blazers,122.0
2024-02-09,Atlanta Hawks,127.0,Philadelphia 76ers,121.0
2024-02-09,Washington Wizards,129.0,Boston Celtics,133.0
2024-02-09,Houston Rockets,104.0,Toronto Raptors,107.0
2024-02-09,Charlotte Hornets,84.0,Milwaukee Bucks,120.0
2024-02-09,Denver Nuggets,106.0,Sacramento Kings,135.0
2024-02-09,New Orleans Pelicans,122.0,Los Angeles Lakers,139.0
2024-02-10,Oklahoma City Thunder,111.0,Dallas Mavericks,146.0
2024-02-10,Detroit Pistons,106.0,Los Angeles Clippers,112.0
2024-02-10,San Antonio Spurs,103.0,Brooklyn Nets,123.0
2024-02-10,Memphis Grizzlies,106.0,Charlotte Hornets,115.0
2024-02-10,Chicago Bulls,108.0,Orlando Magic,114.0
2024-02-10,Philadelphia 76ers,119.0,Washington Wizards,113.0
2024-02-10,Houston Rockets,113.0,Atlanta Hawks,122.0
2024-02-10,Indiana Pacers,125.0,New York Knicks,111.0
2024-02-10,Cleveland Cavaliers,119.0,Toronto Raptors,95.0
2024-02-10,Phoenix Suns,112.0,Golden State Warriors,113.0
2024-02-10,New Orleans Pelicans,93.0,Portland Trail Blazers,84.0
2024-02-11,Boston Celtics,110.0,Miami Heat,106.0
2024-02-11,Sacramento Kings,113.0,Oklahoma City Thunder,127.0
2024-02-12,Indiana Pacers,102.0,Charlotte Hornets,111.0
2024-02-12,Philadelphia 76ers,123.0,Cleveland Cavaliers,121.0
2024-02-12,Chicago Bulls,136.0,Atlanta Hawks,126.0
2024-02-12,San Antonio Spurs,122.0,Toronto Raptors,99.0
2024-02-12,New York Knicks,103.0,Houston Rockets,105.0
2024-02-12,New Orleans Pelicans,96.0,Memphis Grizzlies,87.0
2024-02-12,Denver Nuggets,95.0,Milwaukee Bucks,112.0
2024-02-12,Washington Wizards,104.0,Dallas Mavericks,112.0
2024-02-12,Golden State Warriors,129.0,Utah Jazz,107.0
2024-02-12,Minnesota Timberwolves,121.0,Los Angeles Clippers,100.0
2024-02-13,Boston Celtics,118.0,Brooklyn Nets,110.0
2024-02-13,Oklahoma City Thunder,127.0,Orlando Magic,113.0
2024-02-13,Miami Heat,123.0,Milwaukee Bucks,97.0
2024-02-13,Sacramento Kings,125.0,Phoenix Suns,130.0
2024-02-13,Minnesota Timberwolves,121.0,Portland Trail Blazers,109.0
2024-02-13,Detroit Pistons,111.0,Los Angeles Lakers,125.0
2024-02-14,Atlanta Hawks,99.0,Charlotte Hornets,122.0
2024-02-14,New York Knicks,100.0,Orlando Magic,118.0
2024-02-14,Miami Heat,109.0,Philadelphia 76ers,104.0
2024-02-14,Brooklyn Nets,86.0,Boston Celtics,136.0
2024-02-14,Chicago Bulls,105.0,Cleveland Cavaliers,108.0
2024-02-14,Indiana Pacers,127.0,Toronto Raptors,125.0
2024-02-14,Houston Rockets,113.0,Memphis Grizzlies,121.0
2024-02-14,Washington Wizards,126.0,New Orleans Pelicans,133.0
